StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q308,Q309,Q5,Q6,Q7,Q8,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,1_Q312,2_Q312,3_Q312,4_Q312,5_Q312,6_Q312,7_Q312,8_Q312,9_Q312,10_Q312,11_Q312,12_Q312,13_Q312,14_Q312,15_Q312,1_Q135,2_Q135,3_Q135,4_Q135,5_Q135,6_Q135,7_Q135,8_Q135,9_Q135,10_Q135,11_Q135,12_Q135,13_Q135,14_Q135,15_Q135,16_Q135,17_Q135,18_Q135,19_Q135,Q25,Q341,Q342,Q343,Q319,Q344,Q320,Q345,Q321,Q346,Q322,Q347,Q323,Q348,Q351,Q352,QID21,QID22,QID23,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q32,Q33,Q34,Q35,Q36,ID
2026/4/7 16:06,2026/4/7 16:25,0,133.106.35.63,100,1149,1,2026/4/7 16:25,R_44GVZoAayBnblsr,,,,,35.69,139.69,anonymous,JA,1,1,,2,38,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,5,2,2,1,1,1,3,4,4,4,4,4,1,4,7,1,7,7,4,7,4,7,4,4,1,1,150,2,72,2,10,2,124,2,29,2,30,2,9,2,10,2,1,2,1,2,2,2,1,2,1,1,1,1,3,3,4,3,3,4,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,3,,,,,,,,,,2,1,,1,,50888373
2026/4/7 16:07,2026/4/7 16:26,0,113.158.93.63,100,1151,1,2026/4/7 16:26,R_9LgQOp78A9rCglD,,,,,35.1926,136.906,anonymous,JA,1,1,,1,33,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,5,2,5,4,2,4,2,6,5,4,5,1,2,5,1,7,1,1,4,1,8,1,1,7,1,7,1,4,1,4,4,1,1,150,1,72,2,11,2,125,2,29,2,30,1,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,3,3,4,3,3,4,3,2,3,3,2,3,3,2,3,4,4,5,2,2,2,2,,,,,,,,,,2,1,,1,,41144082
2026/4/7 17:07,2026/4/7 17:26,0,180.28.190.50,100,1155,1,2026/4/7 17:26,R_4zcHjDiv81gSxRc,,,,,39.1518,141.5129,anonymous,JA,1,1,,1,49,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,5,6,5,5,4,6,6,7,6,5,5,5,6,5,5,4,4,5,4,4,4,4,7,4,1,5,4,4,4,1,1,1,1,150,1,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,5,2,1,5,3,1,3,4,2,4,4,1,3,7,7,7,1,4,2,1,,,,,,,,,,2,1,,1,,98863310
2026/4/7 16:28,2026/4/7 16:47,0,210.159.249.171,100,1163,1,2026/4/7 16:47,R_4Hpqgxq0UykiysB,,,,,43.0763,141.3654,anonymous,JA,1,1,,1,40,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,4,2,2,2,3,3,4,6,7,3,2,1,3,6,7,1,7,7,5,7,5,7,1,4,1,4,1,4,4,4,1,1,1,150,1,72,2,11,1,125,2,29,2,30,1,4,2,15,2,2,2,1,2,2,2,1,2,1,2,1,1,3,2,4,3,1,5,3,2,4,4,4,5,3,2,4,4,5,6,1,5,3,2,,,,,,,,,,2,1,,1,,40972666
2026/4/7 16:12,2026/4/7 16:31,0,133.106.154.7,100,1164,1,2026/4/7 16:31,R_9oFb704CQvnDolf,,,,,35.69,139.69,anonymous,JA,1,1,,1,30,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,5,4,5,4,5,4,3,4,6,4,4,4,4,3,4,4,7,7,4,7,7,5,7,1,7,7,5,7,7,5,7,5,1,1,150,1,72,2,11,2,125,2,30,2,30,1,4,2,15,2,2,2,2,2,2,2,1,2,1,2,1,2,3,1,4,3,1,4,4,2,4,4,3,4,3,2,5,5,5,5,2,3,4,4,,,,,,,,,,2,1,,1,,44252171
2026/4/7 16:10,2026/4/7 16:29,0,106.146.80.183,81,1172,0,,FS_9L27KtCx9DEn6lU,,,,,,,anonymous,JA,1,1,,2,30,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,5,4,5,3,4,4,3,5,6,5,4,4,5,4,4,5,5,5,5,5,7,7,5,4,5,5,5,4,4,5,7,4,5,7,300,2,14,2,,,,,,,40,2,18,2,20,2,2,2,1,2,2,2,1,2,1,2,2,2,4,2,4,3,2,4,3,2,3,3,3,4,3,1,3,3,3,3,2,5,3,3,,,,,,,,,,,,,,,
2026/4/7 16:10,2026/4/7 16:30,0,27.83.243.121,100,1179,1,2026/4/7 16:30,R_9cw8xRNMxTOfabA,,,,,35.7479,139.7897,anonymous,JA,1,1,,2,53,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,4,3,3,3,4,3,3,4,5,4,4,4,4,5,5,5,4,5,5,4,7,5,4,4,4,4,5,7,5,4,5,4,4,150,2,72,2,11,1,125,2,29,2,30,1,4,2,150,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,2,2,3,3,2,3,3,2,2,5,5,5,2,3,3,2,,,,,,,,,,1,1,,1,,83720424
2026/4/7 16:09,2026/4/7 16:29,0,113.149.214.129,100,1186,1,2026/4/7 16:29,R_4i9uTCK0S92FF5K,,,,,35.3409,139.4094,anonymous,JA,1,1,,1,31,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,3,4,2,6,3,3,3,2,6,6,4,6,3,3,4,7,5,5,5,5,7,7,5,7,7,5,8,7,5,8,4,7,5,5,300,2,14,2,6,2,120,2,30,2,40,2,3,2,20,2,1,1,2,1,2,2,2,2,1,2,1,2,6,2,5,4,3,5,5,3,6,3,3,4,3,2,4,3,3,4,2,5,3,3,,,1,,,,,,,2,1,,1,,11365416
2026/4/7 16:19,2026/4/7 16:39,0,118.156.134.9,100,1197,1,2026/4/7 16:39,R_923hpgUBOVSMGOL,,,,,35.5475,139.5396,anonymous,JA,1,1,,2,45,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,3,4,3,4,3,5,5,4,6,5,3,6,5,2,4,4,5,5,4,5,7,4,5,7,4,4,5,4,5,5,5,5,7,4,150,2,72,2,11,2,125,2,29,2,40,2,8,2,10,2,2,2,1,2,2,2,1,2,1,2,1,2,3,1,4,3,3,4,3,2,4,4,3,4,3,1,4,4,3,4,3,4,5,4,,,,,,,,,,1,1,,1,,67946915
2026/4/7 16:08,2026/4/7 16:28,0,153.222.236.165,100,1208,1,2026/4/7 16:28,R_4rvjG8Fwyw38tKe,,,,,33.4863,130.5253,anonymous,JA,1,1,,1,64,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,8,8,8,8,8,8,8,9,8,8,8,8,9,8,9,8,5,8,4,8,8,4,4,5,4,8,5,8,5,5,4,8,1,1,150,2,72,2,11,2,125,2,29,2,30,2,6,2,15,2,2,1,2,1,1,1,1,2,1,2,1,1,4,3,6,5,3,6,3,6,6,6,4,6,6,6,6,4,5,5,4,5,4,4,,,,,,,,,,2,1,,1,とても�味深かっ�,83826563
2026/4/7 16:07,2026/4/7 16:27,0,14.9.7.96,100,1219,1,2026/4/7 16:27,R_9LAKKa7itOBpoRv,,,,,38.5812,140.9499,anonymous,JA,1,1,,1,34,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,5,1,4,5,3,4,1,7,7,6,3,2,3,7,5,7,4,7,7,1,5,5,7,4,4,8,5,1,5,4,4,7,7,300,2,14,2,11,2,120,2,30,2,30,2,5,2,20,2,2,1,2,2,2,1,1,2,1,2,1,1,4,2,5,3,1,4,2,2,4,5,3,3,2,3,3,6,5,4,2,5,3,3,,,,,,,,,,2,1,,1,,83096685
2026/4/7 16:09,2026/4/7 16:30,0,61.203.236.170,100,1225,1,2026/4/7 16:30,R_9EgDRTXTQ4pQ6mR,,,,,35.6635,139.3988,anonymous,JA,1,1,,1,45,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,5,5,3,3,1,3,5,6,6,2,3,5,1,5,5,5,5,4,5,4,4,8,7,1,5,8,5,1,4,5,1,8,8,300,1,72,2,11,1,125,2,15,2,40,2,3,2,12,2,2,1,2,2,2,1,1,1,2,2,2,2,4,2,6,4,1,6,4,1,4,6,4,6,5,2,4,6,5,6,1,5,1,1,,,,,,,,,,1,1,,1,,20364565
2026/4/7 16:07,2026/4/7 16:27,0,180.12.69.135,100,1228,1,2026/4/7 16:27,R_9FFfv3VOqy5feG6,,,,,34.9724,139.1052,anonymous,JA,1,1,,1,49,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,2,2,3,3,2,2,2,5,5,3,2,2,2,5,4,4,7,7,4,7,5,1,7,1,1,4,1,1,4,1,7,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,2,2,3,2,4,3,2,4,3,2,4,3,4,4,4,2,3,6,6,5,3,4,4,2,,,,,,,,,,2,1,,1,,59914384
2026/4/7 17:08,2026/4/7 17:29,0,221.45.16.239,100,1233,1,2026/4/7 17:29,R_9EaKM8B134jZ01a,,,,,35.69,139.69,anonymous,JA,1,1,,1,35,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,5,7,8,4,7,7,1,4,4,7,4,7,7,5,5,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,5,3,1,4,2,1,4,4,2,5,4,1,2,6,7,7,1,5,4,1,,,,,,,,,,2,1,,1,,28469231
2026/4/7 16:06,2026/4/7 16:27,0,153.209.98.38,100,1236,1,2026/4/7 16:27,R_4cLpT9c0yJ6SZgJ,,,,,35.4338,139.6496,anonymous,JA,1,1,,2,43,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,6,5,8,6,6,5,6,6,8,8,5,8,7,5,6,5,5,5,4,5,4,1,5,7,7,5,4,4,5,4,4,5,1,7,300,1,72,1,11,2,120,2,29,2,30,2,5,2,20,2,2,2,1,2,2,1,1,2,2,1,1,2,3,3,4,2,3,3,2,3,3,3,2,4,3,3,3,4,5,5,3,4,3,2,,,,,,,,,,2,2,近所の騒音,1,,24839317
2026/4/7 17:06,2026/4/7 17:27,0,49.96.235.239,100,1237,1,2026/4/7 17:27,R_9g6Hcmza9EabpSv,,,,,35.7949,139.7334,anonymous,JA,1,1,,1,40,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,4,6,5,7,2,9,6,3,2,2,3,7,8,8,5,5,8,1,7,4,7,7,7,5,4,7,5,5,7,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,2,3,5,2,3,6,5,2,5,5,3,5,6,2,3,6,6,4,1,2,4,1,,,,,,,,,,2,1,,1,,51528560
2026/4/7 16:07,2026/4/7 16:28,0,115.179.15.202,100,1239,1,2026/4/7 16:28,R_9fwiojWoHXvQ9ax,,,,,37.9035,139.0059,anonymous,JA,1,1,,1,46,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,2,5,5,3,2,3,5,8,6,2,2,4,2,5,4,7,4,7,4,4,5,7,1,5,1,1,7,7,7,4,4,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,1,1,2,2,2,2,2,1,2,2,2,1,1,3,2,4,3,2,3,3,3,4,3,2,4,2,2,2,5,5,5,4,4,4,4,,,,,,,,,,2,1,,1,文�題が難しかったです�,36018972
2026/4/7 16:21,2026/4/7 16:42,0,217.178.29.201,100,1240,1,2026/4/7 16:42,R_4YqHSK76mW2fnCp,,,,,35.684,139.8026,anonymous,JA,1,1,,1,49,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,5,2,3,2,3,5,1,6,4,4,2,3,2,6,4,5,4,5,5,7,8,4,7,7,1,5,4,7,5,7,7,4,4,300,2,14,2,6,2,130,2,29,2,40,2,5,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,3,1,4,3,1,4,3,1,4,2,3,4,2,1,2,4,3,4,2,3,4,2,,,,,,,,,1,2,1,,1,,38427944
2026/4/7 17:15,2026/4/7 17:36,0,117.108.14.143,100,1241,1,2026/4/7 17:36,R_9IZbuywrzqw0aS4,,,,,34.5461,135.7954,anonymous,JA,1,1,,2,51,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,4,4,3,6,2,1,6,4,7,4,6,6,3,2,7,8,8,8,5,8,7,1,4,1,7,1,5,5,5,4,5,7,7,1,150,2,72,2,11,1,124,2,29,1,30,2,4,2,15,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,5,1,1,2,2,1,4,3,1,4,3,1,3,3,6,5,1,1,4,1,,,,,,,,,,2,1,,1,,81491085
2026/4/7 16:07,2026/4/7 16:27,0,114.150.171.138,100,1245,1,2026/4/7 16:27,R_9VMrXK9hmB9r7Xj,,,,,37.9035,139.0059,anonymous,JA,1,1,,2,45,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,4,5,2,2,5,5,5,7,6,5,5,5,2,7,5,5,4,4,5,5,7,7,1,7,1,4,7,7,1,7,7,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,1,2,2,2,1,1,2,1,2,1,2,3,6,6,3,5,5,5,2,5,5,3,4,4,5,4,5,5,6,2,4,3,1,,,,,,,,,,2,1,,1,,16611468
2026/4/7 16:07,2026/4/7 16:28,0,153.172.212.83,100,1258,1,2026/4/7 16:28,R_9cA2ngdGhMj6N2h,,,,,34.7304,135.4943,anonymous,JA,1,1,,1,40,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,2,3,5,5,1,3,2,6,3,3,2,5,3,6,7,7,1,7,7,7,5,7,1,1,1,7,1,1,1,7,1,1,7,150,2,72,2,11,2,125,2,29,2,40,2,3,2,20,2,2,1,2,2,2,1,1,2,1,1,1,1,3,3,4,3,3,4,3,2,4,3,4,5,3,4,4,4,3,5,4,2,4,5,,,,,,,,,,2,1,,1,,13327740
2026/4/7 16:06,2026/4/7 16:27,0,106.73.103.160,100,1268,1,2026/4/7 16:27,R_4f9vw1E2UW3FvVJ,,,,,35.664,138.5703,anonymous,JA,1,1,,1,40,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,6,4,4,4,3,8,5,6,7,4,5,2,3,8,4,4,5,4,4,7,5,7,1,7,1,8,7,4,5,4,1,1,1,150,2,73,2,11,2,125,2,30,2,30,2,6,2,15,2,2,1,2,2,2,1,1,2,1,1,1,1,4,2,6,4,4,5,4,4,6,5,4,3,4,2,4,5,4,4,3,6,5,2,,,,,,,,,,2,1,,1,,95214003
2026/4/7 16:15,2026/4/7 16:36,0,219.104.171.48,100,1268,1,2026/4/7 16:36,R_47yCdESjyty7X57,,,,,34.6524,135.5784,anonymous,JA,1,1,,2,39,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,6,3,4,3,4,6,4,6,4,4,6,4,3,6,6,5,5,5,8,8,5,1,5,7,4,7,8,5,5,5,5,5,7,7,300,2,14,2,11,2,80,2,30,2,40,2,9,2,20,2,2,1,2,2,1,2,1,2,1,2,1,1,3,2,6,2,3,6,2,1,6,3,6,5,2,1,3,6,6,7,1,5,1,1,,,,,,,,,,1,1,,1,,89300291
2026/4/7 16:07,2026/4/7 16:28,0,114.48.46.46,100,1272,1,2026/4/7 16:28,R_4egKjp5qgUG3BuN,,,,,35.69,139.69,anonymous,JA,1,1,,1,42,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,4,1,4,2,6,6,2,3,1,3,6,7,7,1,1,7,1,8,1,8,7,7,8,5,5,5,5,8,5,5,150,2,72,2,11,2,125,2,29,2,30,2,4,2,20,2,2,2,1,2,2,2,1,1,1,1,1,2,2,4,5,3,4,5,1,2,5,4,3,6,5,1,3,6,6,7,1,2,3,2,,,,,,,,,,2,1,,1,,36653095
2026/4/7 16:28,2026/4/7 16:49,0,60.238.48.238,100,1275,1,2026/4/7 16:49,R_9qgSFqfzM9l75mK,,,,,35.2592,136.2362,anonymous,JA,1,1,,2,39,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,4,5,2,1,3,3,5,6,2,5,3,5,2,5,5,4,4,4,4,4,4,4,1,4,1,1,7,7,1,1,4,1,1,300,2,14,2,11,2,120,2,16,2,40,2,4,2,20,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,3,1,1,3,3,1,4,2,1,3,1,1,2,4,5,5,1,4,3,1,,,,,,,,,,2,1,,1,結構�を使ぁ�した�,47781527
2026/4/7 16:06,2026/4/7 16:28,0,27.138.67.159,100,1288,1,2026/4/7 16:28,R_4X4Pg7CYZTCZ26Z,,,,,35.6677,139.4184,anonymous,JA,1,1,,1,40,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,5,5,4,7,7,6,7,1,6,8,8,5,9,7,8,4,7,4,4,4,1,7,7,1,1,4,5,5,4,7,7,4,7,7,30,2,72,2,11,2,125,2,29,2,40,2,4,2,15,2,2,2,2,2,2,2,2,1,1,2,1,1,5,3,6,5,3,6,5,4,5,5,6,6,5,6,6,7,6,3,7,6,6,4,,,,,,,,,,2,1,,1,,84267476
2026/4/7 16:10,2026/4/7 16:32,0,121.113.27.56,100,1303,1,2026/4/7 16:32,R_9ACRx8f9EHyh2fL,,,,,36.63,138.1795,anonymous,JA,1,1,,1,49,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,8,8,8,1,5,7,1,4,7,4,1,8,8,4,1,4,1,1,1,150,2,72,2,11,2,125,2,29,1,30,2,4,2,45,2,1,1,2,2,2,2,1,2,1,2,1,1,3,3,6,4,3,6,3,4,6,6,3,6,5,3,3,4,7,7,1,4,1,1,,,,,,,,,,1,1,,1,,87102004
2026/4/7 16:09,2026/4/7 16:31,0,121.200.133.9,100,1311,1,2026/4/7 16:31,R_4vKQbi75Pm5VcCB,,,,,35.4785,133.0489,anonymous,JA,1,1,,1,44,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,7,2,3,6,5,7,2,3,6,5,7,3,5,7,1,7,1,1,7,1,8,1,1,7,4,5,7,1,7,7,1,1,1,150,2,86,2,6,2,120,2,29,2,40,2,9,2,20,2,2,1,2,2,2,1,1,2,1,2,1,2,2,3,2,3,4,2,3,3,2,3,3,4,3,2,3,3,2,4,3,3,2,4,,,,1,,,,,,2,1,,1,,70042265
2026/4/7 16:07,2026/4/7 16:29,0,126.234.245.20,100,1312,1,2026/4/7 16:29,R_4dINAYIPrcf3lzH,,,,,35.69,139.69,anonymous,JA,1,1,,1,50,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,2,3,3,2,3,1,4,4,3,2,1,2,3,5,7,7,7,4,7,7,4,7,7,4,8,4,4,5,4,7,7,7,600,2,16,2,11,2,100,2,31,2,30,2,10,2,20,2,1,1,1,1,1,1,1,1,1,1,1,2,5,4,5,5,3,4,5,4,5,5,5,5,5,3,4,5,5,5,2,5,5,3,,,,,,,,,,2,1,,1,特にありません。ありがとぁ�ざいました�,75222290
2026/4/7 16:09,2026/4/7 16:31,0,126.251.4.87,100,1318,1,2026/4/7 16:31,R_4tRPij24pzn1gBj,,,,,37.1501,138.2468,anonymous,JA,1,1,,1,36,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,4,4,4,3,5,3,4,4,5,6,4,5,4,6,7,5,5,5,4,5,7,4,5,7,7,5,4,7,4,5,7,4,7,7,150,2,72,2,11,2,125,2,29,1,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,2,2,3,2,4,3,2,5,2,2,4,3,3,3,2,2,4,5,6,6,2,4,3,1,,,,,,,,,,1,1,,1,,85901409
2026/4/7 16:10,2026/4/7 16:33,0,114.162.133.6,100,1325,1,2026/4/7 16:33,R_9pl6L0qT3TIEa52,,,,,38.2138,140.9199,anonymous,JA,1,1,,2,38,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,4,5,3,3,4,3,3,4,6,5,4,3,4,4,5,4,7,7,4,4,7,4,7,7,1,5,5,7,4,5,7,5,7,7,150,1,14,2,11,2,120,2,31,2,5,1,6,2,20,2,2,2,1,2,2,2,2,2,1,2,1,2,3,2,4,3,2,4,3,2,3,4,2,4,3,3,3,5,5,5,2,2,3,2,,,,,,,,,,1,1,,1,,99198721
2026/4/7 16:14,2026/4/7 16:36,0,64.224.130.169,100,1337,1,2026/4/7 16:36,R_4eY2nk5eJuXfIUu,,,,,15.4903,120.9682,anonymous,JA,1,1,,1,57,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,6,5,9,7,6,7,6,9,9,8,8,8,8,7,9,5,8,4,4,8,8,8,7,1,1,1,4,7,4,4,4,4,7,7,300,2,72,2,11,2,125,2,29,2,40,2,4,2,20,2,2,2,2,2,2,1,1,2,2,2,2,1,3,3,6,5,3,6,6,3,5,6,4,6,5,5,5,5,6,7,1,1,1,1,,,,,,,,,,2,1,,1,特にありません�,25905755
2026/4/7 17:07,2026/4/7 17:29,0,106.128.105.7,100,1340,1,2026/4/7 17:29,R_97Hxkdhm1ZpAmDA,,,,,35.69,139.69,anonymous,JA,1,1,,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,5,4,3,4,5,7,5,2,5,4,6,1,1,1,1,4,1,8,7,1,7,1,5,1,4,4,4,7,4,4,150,2,72,2,11,1,125,2,29,2,40,2,4,2,15,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,4,3,2,4,3,2,4,4,3,4,3,3,3,4,4,5,2,2,2,2,,,,,,,,,,2,1,,1,,12224259
2026/4/7 16:08,2026/4/7 16:30,0,106.158.25.244,100,1341,1,2026/4/7 16:30,R_9qCr10dy3U6mg6Z,,,,,31.5759,130.5619,anonymous,JA,1,1,,1,64,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,8,5,9,7,5,9,5,8,8,8,9,6,8,8,5,5,5,7,8,7,5,7,5,4,7,4,5,8,5,8,8,7,7,300,2,72,2,11,2,125,2,29,2,30,2,5,2,20,2,1,1,2,2,1,2,2,2,1,2,1,1,2,3,4,4,3,5,4,2,4,5,2,5,3,2,3,4,5,6,1,4,4,2,,,,,,,,,,2,1,,1,,83832851
2026/4/7 16:07,2026/4/7 16:29,0,180.147.140.74,100,1344,1,2026/4/7 16:29,R_4tMYJqpO3oMVoKl,,,,,34.73,135.2911,anonymous,JA,1,1,,1,51,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,5,1,1,2,7,2,5,1,1,1,8,4,1,1,1,4,7,8,1,1,1,1,4,1,1,1,1,1,1,1,150,2,72,2,11,2,125,2,29,1,30,2,4,2,15,2,1,2,1,2,2,2,1,2,1,2,1,2,3,2,5,3,4,6,4,3,5,4,2,5,4,2,4,4,6,7,1,2,4,1,,,,,,,,,,1,1,,1,特に問題�ありませんでした。ありがとぁ�ざいました�,83307176
2026/4/7 16:09,2026/4/7 16:31,0,133.106.33.67,100,1346,1,2026/4/7 16:31,R_9PaVdPtbsQ3s4Pa,,,,,35.69,139.69,anonymous,JA,1,1,,2,40,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,5,7,5,6,5,4,6,5,6,5,4,6,6,5,6,8,8,5,5,8,7,1,5,7,5,5,5,5,8,4,8,5,4,5,3000,1,14,2,11,2,120,2,30,2,40,2,3,2,20,2,2,1,2,2,2,1,2,2,2,1,1,2,4,5,6,4,6,6,3,4,6,6,4,6,5,5,6,7,4,4,1,5,5,3,,,,,,,,,,2,1,,1,,33913507
2026/4/7 16:12,2026/4/7 16:35,0,119.150.67.126,100,1356,1,2026/4/7 16:35,R_9KhDyStH8iDdW9P,,,,,35.7924,139.9039,anonymous,JA,1,1,,1,39,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,3,5,4,4,1,4,7,5,7,1,1,1,4,1,4,1,4,1,1,1,150,2,72,2,11,2,125,2,29,2,30,2,4,2,15,2,2,1,1,2,2,2,2,2,1,2,2,1,4,3,5,4,3,6,5,3,6,4,3,6,4,2,5,4,5,5,2,2,3,3,,,,,,,,,,2,1,,1,,75279469
2026/4/7 16:07,2026/4/7 16:30,0,111.102.194.65,64,1363,0,,FS_9zuLmrOQ4onbU9X,,,,,,,anonymous,JA,1,,1,2,48,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,3,4,5,5,5,3,5,4,7,7,4,4,7,6,4,7,4,5,5,4,1,7,8,1,8,1,4,1,5,5,5,8,4,4,,,,,,,,,,,,,,,,,1,2,1,2,,2,1,2,2,2,1,2,3,4,4,1,4,4,2,2,6,3,4,5,6,2,2,7,5,5,1,7,6,1,,,,,,,,,,,,,,,
2026/4/7 16:14,2026/4/7 16:37,0,175.129.202.51,100,1380,1,2026/4/7 16:37,R_4yk0C3iqRAA5ma7,,,,,43.0456,141.3522,anonymous,JA,1,1,,1,30,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,6,5,5,3,6,5,7,5,6,6,5,4,5,5,6,5,5,8,5,4,4,7,5,5,7,4,4,5,4,5,4,1,7,4,300,2,14,2,6,2,120,2,31,2,40,2,70,2,20,2,1,1,2,2,2,2,2,2,1,2,1,1,5,4,5,4,5,5,3,2,4,4,4,4,5,4,5,4,5,5,2,4,4,4,,,,1,,1,,,,2,1,,1,,57410656
2026/4/7 16:07,2026/4/7 16:30,0,121.83.34.2,100,1383,1,2026/4/7 16:30,R_43wHpcfKATPuhh2,,,,,34.5262,135.539,anonymous,JA,1,1,,1,48,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,3,2,2,4,3,2,2,5,6,6,4,3,3,2,4,5,4,4,7,4,7,4,5,7,4,4,5,7,5,5,5,5,7,7,300,2,72,2,6,2,120,2,29,2,30,2,4,2,20,2,1,2,2,2,2,1,1,2,1,2,1,2,3,3,5,3,3,5,2,2,5,3,3,4,3,3,3,4,5,5,3,4,3,3,,,,,,,,,,1,1,,1,,70080497
2026/4/7 16:07,2026/4/7 16:30,0,60.95.190.187,100,1385,1,2026/4/7 16:30,R_9Qg3dO6bGvC89fO,,,,,35.6893,139.6899,anonymous,JA,1,1,,2,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,6,3,6,1,6,7,5,6,2,4,6,5,7,7,7,4,1,5,7,7,1,1,5,4,7,4,4,5,1,1,150,1,72,2,11,2,125,2,29,2,30,1,6,2,15,2,2,2,2,2,2,2,1,2,1,2,1,1,3,4,6,3,4,5,1,2,5,3,2,6,3,4,2,5,6,6,2,3,2,2,,,,,,,,,,1,1,,1,難しかった�特に前半は判断に迷ぴ面が多かったよぁ�思う�,53026717
